ID;GAS360_INF;GAS360_SUP;CUM360_INF;CUM360_SUP
633;-1.08938091217325;0.389923743136935;-0.646926953998091;0.460684025447558
587;-0.576641956729327;0.896801738558381;-0.381805919357325;0.722981200443133
264;-0.381235462442926;1.09112401078847;-0.515619952771416;0.584856099793015
680;-0.475065228414862;0.998479185979499;-0.167426238717375;0.935134361564878
443;-0.293479428782493;1.18138640047527;-0.867577973986524;0.235065805857692
504;-1.21860334902353;0.263286636378888;-0.635978785416101;0.473239046621758
158;-1.19529203628554;0.278709698445137;-0.347129345624852;0.754653958044575
581;-0.996789810328315;0.480582244790925;-0.972664640085072;0.13588027641205
55;-0.996065514758292;0.47807639152114;-0.213805167454765;0.887580617633874
275;-0.634563199922985;0.838277561061244;-0.863697918753583;0.237842662296613
94;-1.04850571164125;0.423024554840871;-0.507892927009557;0.591832859716407
7;-1.38259300864762;0.0917830794522029;-0.148450964039222;0.957996961445805
379;-0.72721228346755;0.744637310766929;-0.458038445873906;0.641838864642076
245;-0.640929927440146;0.830409322249532;-0.381861432057688;0.718325657976791
489;-0.973429409743644;0.497943588502356;-0.532771467505502;0.566688208837907
628;-1.59259548476623;-0.112746122779259;-0.553622903638654;0.551671007021346
546;-0.118057979053952;1.36644185208175;-0.35752089442296;0.755096496419288
125;-1.27092458593576;0.209206345689674;-0.547477547138846;0.565959099466852
141;-1.14036557444683;0.341616196714934;-0.867458036074913;0.241285060833472
701;-0.518405188785065;0.958053303686506;-0.825580269561516;0.276858692590523
687;-1.01338851492977;0.465403658090015;-0.653361806060431;0.454989084772874
57;-0.607020504436916;0.86845115323368;0.0807527398918421;1.18374158250428
21;-0.506520188464623;0.974415419502886;-0.21428759779376;0.892109608604888
389;-0.771835677092604;0.712549641176115;-0.813746711374716;0.297188381926025
602;-1.16522280595283;0.309953276585233;-0.549660961009057;0.552608829127445
278;-0.508071376323693;0.968074891368834;-0.798987588245272;0.305373960212825
714;-0.445153883200549;1.02921643391403;-0.699523723463588;0.401846274451746
11;-0.974552336223838;0.503783486720707;-0.497834718878819;0.607118949494313
128;-0.613562065057968;0.858133781297084;-0.521583876733729;0.577945439214267
520;-1.17915982500741;0.291734924297462;-0.641241749208084;0.457835220846775
164;-0.898333547887332;0.573249971111302;-0.212001351954175;0.887377039938095
538;-0.637098623178595;0.839062594743488;-0.956414468259047;0.15116974954317
511;-0.773460808495652;0.72866574945969;-1.17370827491352;-0.0503315950367004
522;-1.63257213663853;-0.150485632185505;-0.391957152481553;0.71838319461273
613;-0.573643719505572;0.907739740674009;-0.881876932316465;0.224426881442301
751;-0.931307957195559;0.55258170668498;-0.856504927981723;0.265214334389843
487;-1.62224805593892;-0.143364392070062;-0.63990905519541;0.46750326739958
679;-0.649709704112915;0.825872065558922;-0.800449288650951;0.302311880704592
480;-0.198971130692518;1.28634860558015;-0.953310714786595;0.176070397475555
352;-0.870092647842302;0.602172525437921;-0.536017317447434;0.564042202155626
642;-0.487479200152532;0.988602395887266;-0.985645247816755;0.117340495066999
648;-1.03199032854671;0.439096106786391;-0.72784963852394;0.372082745929097
573;-1.31876707131794;0.169535709258534;-0.701655547720714;0.414744383989064
297;-1.45402194793412;0.023816621286825;0.0178795842202353;1.12226895559412
58;-0.939280985105418;0.546854247514934;-0.709990626839229;0.404646417561563
599;-1.15876691795174;0.326279592603776;-1.33068843261643;-0.219291137716679
773;-0.554807567402414;0.918022063075868;-0.84494995162898;0.25665323682852
75;-0.564046641133962;0.911545725351665;-0.795283266661789;0.3091756133441
621;-0.567979242605032;0.906128259682015;-0.428775087304693;0.672749083832013
640;-0.21017423954498;1.28015190640587;-0.571759190587702;0.541645245962523
770;-0.131392770400537;1.34756359227415;-0.526723268923177;0.575958124012937
138;-1.08756480038048;0.386215160747005;-0.373595504351428;0.730128776551093
779;-1.21997287996807;0.274458738285805;-0.968776202686072;0.158557296267087
593;-0.662156791118669;0.814595216719287;-0.327513475550223;0.776093993763832
603;-0.771157549697618;0.701432174084431;-0.496609495876889;0.603689679496566
89;-1.35635315282605;0.133020689642604;-0.740713426848193;0.377131561894387
283;-0.869298511759516;0.609096805265177;-0.657429917429826;0.448646902000364
433;-0.857807557028539;0.614208484937953;-0.0306503808130379;1.07058003911589
99;-1.01330098589582;0.461650507646013;-0.300309409791963;0.801292455453671
518;-1.38369838480793;0.093943206373563;-0.730836733365837;0.373181251993782
677;-1.34158892037454;0.140313520521949;-0.788556583253918;0.32227802806656
494;-1.21153188216078;0.267582151247498;-0.76538931073663;0.342892885474187
144;-0.739033368490848;0.733084926022846;-0.576800225929039;0.523316418749805
78;-1.66656661463102;-0.191235935902575;0.117345823866293;1.22331548057645
71;-1.00539586671629;0.465165115762272;-0.325047204123169;0.774358817037057
713;-1.20785339865726;0.266872655228717;-0.346289771605491;0.757033239922685
332;-0.957031503650667;0.522122600892991;-0.621517290475387;0.483874146166577
588;-0.855374937868719;0.616133920677849;-0.695258730755957;0.404278433309471
626;-0.647850801959503;0.822832761885785;-0.858493257454585;0.240513635019996
658;-0.77293463346703;0.697324787178516;-0.516633311260017;0.582131678139057
273;-0.861692673205854;0.612785698902218;-0.580959763266175;0.522804780664764
349;-0.686725332047076;0.785074662765154;-0.177287667533136;0.923079756377034
179;-0.974483638741883;0.501208260307141;0.0527094894161163;1.15554209349827
466;-0.786406123255211;0.686963003537556;-0.382891191982705;0.718456280392988
60;-1.06872414555616;0.418995047193084;-0.465719118907739;0.646275080575895
372;-0.895559632437878;0.577124803834863;-0.369907056210354;0.730274257413888
33;-0.722212767877362;0.750224580556751;-0.447613476289372;0.652587166534448
257;-0.778875116401282;0.69288388412664;-0.659967611428505;0.443750376362686
351;-0.575094976469766;0.902486915712791;-0.768871287676977;0.338094875903754
197;-0.222919490934128;1.26820267610091;-0.415493173657163;0.699552648580786
117;-1.23205474316991;0.248725115884021;-0.0569040277693174;1.05119434503364
64;-0.886691900550934;0.594970025802039;-0.434701539265288;0.673690504252117
657;-1.09862367242094;0.375898386442916;-0.647681180766247;0.458459707685753
367;-0.513361067206616;0.962242275868079;-0.853171665786195;0.249561875229811
236;-0.92788903830159;0.557017528601207;-0.604141272366365;0.506087903834429
542;-0.538086630765114;0.934291013790789;-0.494426259280041;0.606029825445134
286;-0.780099326270002;0.694827536834668;-0.305237162988446;0.796930756110858
619;-0.873712874521169;0.601236837512266;-0.556137083424581;0.546915933289454
457;-0.785541061688564;0.688252417852463;-0.822457175977229;0.279449205018612
499;-0.808649046575963;0.664077789040294;-0.341627165208423;0.758699798667369
152;-0.997043609853941;0.473575782806472;-0.484798089426533;0.614335363283459
563;-1.09382703835325;0.378966547466356;-0.263018057072187;0.837024717952893
745;0.143177255856829;1.62052726664255;-1.83574355943593;-0.73051935735835
378;-0.55751745223723;0.914180283847448;0.0754488973532571;1.17570749790331
42;-0.587088071224482;0.888708884497818;-0.0338956668408876;1.06872092677628
373;-0.612862556203042;0.868225542641598;-0.727425977359978;0.379060125029444
51;-0.643176619848797;0.828184854025264;-0.505393911926411;0.594247208968043
8;-1.3371934021712;0.134347147724815;-0.860930343085336;0.238190347326945
337;-1.17867914751704;0.292360746174695;-0.190718333201912;0.908207037839208
127;-1.17014137499854;0.304990895849164;0.0846869166130675;1.1866728529093
474;-1.13456029065312;0.337172138381284;-0.527213080828253;0.572602912869161
533;-0.623654352701671;0.851738640794832;-0.578959927131895;0.524189498722012
651;-0.46070912149556;1.02654541509177;-1.43785320408986;-0.321459641331577
435;-0.640222442762568;0.831553930432682;-0.281292845343398;0.818979794781958
752;-0.844960506370474;0.636767164438129;-0.652001736989073;0.455749459972283
509;-1.15484213528976;0.320123578790438;-0.515563856163486;0.586643346386977
289;-0.994057402212557;0.486221558657892;-0.495594123341291;0.613227629681177
574;-1.14686245361186;0.328895909846512;-0.743866920228311;0.359288308893354
162;-0.926407615564861;0.545165955528648;-0.479392135092509;0.620003962960132
627;-0.738030772006752;0.734461173667374;-0.577397193109318;0.523181016598436
576;-0.609019571396443;0.864013191150143;-0.487662493123392;0.613377711837314
592;-0.677911980076224;0.796442982836651;-1.02149283543168;0.0830866542459308
405;-0.877956462550648;0.597476080103522;-0.251610155125136;0.850603962107229
214;-0.431997875394335;1.05444585238598;-0.682645158242234;0.430551503216294
170;-0.698534719271888;0.775552248264575;0.367545850537214;1.47262960695443
615;-0.541409464776892;0.944722359731136;-0.827664777397348;0.283532239157655
669;-0.463792033951504;1.02073568456861;-1.30508343218919;-0.195091649489086
531;-0.694608537909934;0.782543283337245;-0.761908939551692;0.341843699468476
764;-0.522692755823741;0.952775854014227;-0.938682511476432;0.162427037081516
200;-1.59812907326772;-0.0989550442691502;-0.540554539168831;0.587413693164583
556;-0.547029657591731;0.933257180765902;-0.115190474345892;0.991053616325969
84;-1.07691502124546;0.404585875770203;-0.447596442113129;0.660960001092208
418;-1.44326358707944;0.0321077388781573;-0.576014161650187;0.526742838730662
749;-1.17442946558519;0.316385972423389;-0.934683585494323;0.186365234113218
705;-1.04769021017846;0.440272423647448;-0.717588237322091;0.394488490732689
403;-0.576150588716518;0.896497607632781;-0.556211816198856;0.544225864537878
475;-0.648405785254795;0.829335816570439;-0.736451297216704;0.371663371614138
109;-1.27401764156038;0.20072290319109;-0.486447260354192;0.616362068567145
463;-0.369477218486115;1.10821347087933;-0.676378608463201;0.427235578609053
171;-0.509859626290623;0.965887127832686;-0.718730110128649;0.384605115699139
577;-0.248285843729294;1.23862044639903;-0.849998992524387;0.264534915179364
355;-0.220032265816027;1.25638741629046;-0.451259008194898;0.652614100747491
536;-0.807206441099821;0.663003614009621;-0.462798376281579;0.636559715768907
246;-0.880214731709541;0.595919045619025;-0.675380496305978;0.429107691883379
394;-0.15092460151811;1.32389366705138;-0.646176341678709;0.454495041376832
771;-1.35722406716313;0.120935821627759;-1.26667487064669;-0.162082078702286
353;-0.898115646289706;0.586755335191711;-0.4784217915268;0.632556107837252
758;-0.996807926681114;0.478374837157146;-0.553792069580566;0.548139157432574
583;-0.561464620041878;0.920942551068666;-0.846796378846336;0.260444143833216
328;-0.980727910007108;0.494678557745299;-0.388313565784595;0.713565324875369
485;0.0747643629282738;1.55081221253384;-1.68117817604912;-0.577113429801962
641;-0.802091615182067;0.677116018708512;-0.723465169205054;0.383080067413037
274;-0.57395826394799;0.89713114572836;-0.51427173072265;0.585164744566701
115;-1.03539479757312;0.436456353719529;-0.392160519072822;0.707420071090093
763;-0.731683644968395;0.74201857471663;-1.25930788261043;-0.155025846797717
100;-0.875232179187431;0.597969366699671;-0.311835490577784;0.78930922338479
757;-1.23508913078471;0.239180971594429;-0.960091919453232;0.143942278437796
558;-1.23238556468348;0.257830672607308;-0.716662452610296;0.401480069928069
559;-0.480760755664208;0.994882436382468;-0.966145575142147;0.139543805025676
398;-0.411334715785014;1.06486114637417;-0.531514578885039;0.571516411722862
288;-0.630581560870693;0.842680814798401;-0.792454445693311;0.310741449607083
217;-1.34263959153324;0.140257202495431;-0.585543160145954;0.526829125868074
380;-0.62035995344023;0.853764679881847;-0.306336219424926;0.795726228205644
775;-1.07118099289413;0.445162640103487;-1.01690866135043;0.114744748711353
25;-1.10549413949858;0.367883260820011;-0.653832679615298;0.448133733456562
68;-1.27989852821386;0.199509269353685;-0.665763038436586;0.44050607905936
604;-1.12459741311293;0.35562745340793;-0.945988573077351;0.162520602087036
47;-0.773284464377373;0.700091516681305;-0.592617962908131;0.508085048320871
654;-1.02104547806831;0.451707552753611;-0.809112293504346;0.291779929968287
460;-0.473989874749826;0.997079180070899;-0.381238257480512;0.718045596954123
441;-0.975814768839415;0.501161517007311;-0.424671499445341;0.680504776215061
282;-1.26930231165273;0.207955232648958;-0.427472426794199;0.683059096046832
178;-1.27174726703273;0.19946044451687;-0.0262234784825106;1.07302942529194
107;-0.264343138186872;1.20734312348147;-0.0730592333466139;1.02679264346177
547;-0.632291362401525;0.841162268851499;-0.495008311573342;0.605954964230293
347;-1.61502090479486;-0.128440159558646;-0.674977910040154;0.442116812666044
180;-0.718375348527099;0.756930039666335;-0.394723329003442;0.70748139772576
320;-0.408122630212093;1.06544040158294;-0.929020614549441;0.173414613284556
467;-0.83958824755116;0.632509584604676;-0.683590352247528;0.416262168556593
643;-0.958639265403165;0.520830870532569;-0.202150095937777;0.903435374937391
37;-0.871008546476432;0.602703811321206;0.0432007350676648;1.14886921352797
343;-0.495248852932906;0.976595692745553;-0.0505401712360386;1.05150244121528
74;-0.791893275947256;0.682297293112903;-0.352699373342451;0.748600661229323
80;-0.789426586938657;0.693922579590081;-0.770217417316912;0.339040815222828
317;-2.09494747805267;-0.581621703229006;1.71226978276418;2.84953491776556
215;-0.799215815845706;0.67418512769726;-0.566011085831444;0.536557002682926
710;-0.896779441703831;0.59796440177004;-1.00927312017604;0.110321983109696
201;-0.466846397928466;1.01092687390899;-0.917273603479712;0.18693603364864
308;-0.38832355261195;1.09612083667161;-1.32905815002531;-0.218537421371338
676;-0.91085346954209;0.560991786353569;-0.751297396823719;0.348532769689028
589;-0.533472578863257;0.939274192893344;-0.954445921981353;0.146008492416236
175;-0.125796548524181;1.3574300326949;-0.785415956253521;0.326286132538644
453;-1.52789580384829;-0.0509606303278;-0.676732417097797;0.427966243263438
298;-0.694003648041379;0.808664347832504;-0.978840345836722;0.144381672275506
595;-1.01355505966266;0.461107799130564;-0.957735967260589;0.146047073876867
754;-0.571733477276927;0.901181819146039;-0.34396864670345;0.756464883911592
436;-1.28287558917492;0.2022614601105;-0.486030919694201;0.627984093558665
303;-1.56599167287074;-0.0826091254861198;-0.979425268829811;0.128400105736466
22;-0.523530110296872;0.951812732641191;-0.620675926694962;0.487877627942881
718;-0.610082866762922;0.861773602169299;-0.748078907179399;0.353417844969197
420;-1.10831381176101;0.364305845732604;-0.665948112419452;0.434569958302455
665;-1.14910657974964;0.321554568164098;-1.01576516462003;0.0830932887335578
220;-1.52586278794667;-0.0416075806121901;-0.715503572591637;0.394520082693773
462;-0.406950705200921;1.06503642994614;-0.589513105131133;0.510228879931099
86;-1.26747922418036;0.222187201604003;-0.340210330892231;0.772298069536684
384;-0.218633756581199;1.25813241563077;-0.508296798855073;0.595258376746202
221;-0.495263782894861;0.977500359566379;-0.450974088044732;0.649896180047574
548;-0.551598766662609;0.924711716631187;-0.361447429069535;0.742094743039185
360;-1.59269103699021;-0.114717238176781;-0.950571650887119;0.154624539605427
740;-0.369113309751505;1.10304589306678;0.0132128529710663;1.1154108030407
204;-1.32936750476642;0.142859891570544;-0.806860952559324;0.293639573320432
15;-0.538572196217336;0.93860520236702;-0.786733045285698;0.317265359343566
114;-1.27749528661448;0.208435542008009;-0.91373841812497;0.204998404403095
426;-0.449034984987222;1.02373704919162;0.0215531959952882;1.12284949240935
260;-1.27252733115408;0.206402379851791;-0.358998032487552;0.746223177704297
459;-0.608071926728303;0.865176213764914;-0.494111794378935;0.607236526357357
734;-0.549152135553652;0.927577353964173;-0.807109349921178;0.296280042806166
69;-0.302477369242829;1.16996594690609;-0.0715354659595611;1.02885189348829
490;-0.43800030937717;1.03218232399413;-0.606291555644121;0.491753961287809
19;-1.14037618566108;0.331638495788559;-0.232155641649035;0.867559186822531
549;-0.76392351037547;0.713822045835961;-0.752325884371541;0.352266139480234
140;-1.26610105282948;0.211162817243084;-0.407540920937474;0.703120016603195
188;-0.428255953002796;1.06085171006786;-0.881782957405211;0.230608511518142
280;-1.08689900270991;0.384512874386663;-0.553442275879164;0.546361600214161
9;-1.17572086890105;0.307395748046323;-0.455085471381682;0.657807620885708
331;-1.54473235803103;-0.052532441602173;-0.632448995224758;0.48559366001486
696;-0.151665507400922;1.32523192580401;-0.638290909141568;0.465053152733219
191;-0.150628218846051;1.32119393036747;-0.889822198631572;0.209635888169558
733;-0.68921421540644;0.790650185436901;-1.06520335284385;0.0445418091365256
90;-0.959040614559415;0.519311207801767;-0.562815347575765;0.542507915711833
28;-1.191411528552;0.28244554739859;-0.294939129195398;0.80694781415108
161;-1.33225120176083;0.140180216840873;-0.587804461950784;0.511734324975248
578;-0.497679063662032;1.00197182677917;-0.833441115997055;0.288800910793479
735;-0.154654311273877;1.31817852239832;-0.234090559724289;0.866595402222702
390;-0.978497561025049;0.493117186427658;-0.645153876887312;0.455313727090928
516;-1.03900615446756;0.448399038837922;-0.65773862286099;0.455166189727466
612;-1.38364613203916;0.0887111140927918;-0.421587647346568;0.679133837205564
716;-1.20577699051411;0.269428411396383;-0.61029560243368;0.491953688632491
276;-0.703678436427195;0.818718228932552;-0.822887752588663;0.315465510171325
247;-1.05214615581539;0.438862348717274;-0.919505663587879;0.198049495947787
233;-1.24230457307632;0.262426838140432;-1.12999600972933;-0.00361275522876658
145;-1.08069358801879;0.398814578269208;-0.38194357309856;0.724050156669546
187;-0.763972524729079;0.70757757799105;-0.301417007190915;0.798682958576732
3;-0.396463744256369;1.07665358059955;-0.646344981063399;0.454577264990365
786;-1.05354386696743;0.419986061700901;-0.77768945478126;0.324131621581455
